host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Entire home,Entire home/apt,8,1,4,3,0,0,0,1,12,4.33,4.25,3.83,5,4.92,4.83,4.67
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,10,1,5,6,0,0,9,31,15,5,5,4.86,4.86,4.79,5,4.79
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Entire home,Entire home/apt,4,1,2,4,23,53,83,358,7,3.71,4.43,4,4.14,4,4,3.86
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Shared room in villa,Shared room,2,1,1,1,23,53,83,358,1,5,5,5,5,5,5,5
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire bungalow,Entire home/apt,4,1,2,2,4,31,57,264,153,4.91,4.91,4.93,4.91,4.89,4.95,4.66
Mountain View,t,Mountain View,San Francisco,94041,Private room in townhouse,Private room,1,1,1,1,0,0,0,167,58,4.89,4.81,4.67,4.93,5,4.91,4.81
Downtown,f,San Jose,San Jose,95112,Entire rental unit,Entire home/apt,6,1,3,3,18,39,69,83,96,4.59,4.7,4.49,4.87,4.83,4.92,4.67
Mountain View,t,San Jose,San Jose,94043,Private room in condo,Private room,2,1,1,1,0,0,0,0,4,0,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Willow Glen,t,San Jose,San Jose,95125,Private room in home,Private room,2,1,1,1,0,0,0,0,95,4.85,4.89,4.85,4.94,4.96,4.99,4.91
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire guesthouse,Entire home/apt,4,1,1,1,5,18,36,264,138,4.94,4.99,4.86,4.99,4.96,4.99,4.93
Cupertino,t,Cupertino,Cupertino,94024,Entire guest suite,Entire home/apt,4,1,1,2,0,0,0,80,29,4.66,4.69,4.86,5,4.93,4.9,4.55
Downtown,t,San Jose,San Jose,95110,Entire townhouse,Entire home/apt,2,1,2,3,0,0,29,304,75,4.87,4.88,4.84,4.91,4.97,4.89,4.8
Mountain View,t,Mountain View,Mountain View,94041,Entire home,Entire home/apt,8,1,5,7,0,0,0,0,8,5,4.86,4.86,5,4.86,5,5
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,2,0,0,0,261,3,3.67,4.33,3.67,3.67,3.67,5,3.33
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,2,1,1,1,30,60,90,93,22,4.36,4.09,3.77,4.95,4.86,4.64,3.91
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,2,1,1,1,27,57,87,176,51,4.88,4.92,4.88,4.92,4.92,4.9,4.81
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,25,55,85,174,47,4.91,4.96,4.91,4.98,4.98,4.91,4.72
Mountain View,t,Mountain View,Mountain View,94041,Entire home,Entire home/apt,8,1,3,7,23,53,83,358,27,4.89,4.96,4.89,5,5,5,4.7
West Valley,t,San Jose,California,95128,Entire condo,Entire home/apt,3,1,1,1,0,0,0,0,54,4.93,4.94,4.89,4.94,5,4.98,4.91
Campbell,t,San Jose,Campbell,95112,Entire home,Entire home/apt,4,1,2,3,27,55,83,358,210,4.77,4.92,4.79,4.95,4.86,4.57,4.68
Palo Alto,t,Palo Alto,San Mateo,94306,Entire rental unit,Entire home/apt,6,1,2,3,30,60,90,90,29,4.83,4.89,4.79,4.86,4.89,4.64,4.57
Los Gatos,t,San Jose,Los Gatos,95032,Entire guest suite,Entire home/apt,2,1,1,2,0,0,0,0,23,4.52,4.91,4.74,4.91,4.83,4.96,4.74
Campbell,t,San Jose,Campbell,95112,Entire home,Entire home/apt,4,1,2,3,15,35,65,340,244,4.79,4.88,4.84,4.95,4.88,4.63,4.74
Campbell,t,Campbell,Campbell,95008,Entire rental unit,Entire home/apt,2,1,1,1,18,48,68,68,65,4.8,4.91,4.89,4.92,4.88,4.88,4.86
Willow Glen,t,San Jose,San Jose,95125,Entire home,Entire home/apt,2,1,1,1,15,45,75,75,17,4.88,5,4.94,5,5,5,4.88
West Valley,t,San Jose,San Jose,95117,Entire guesthouse,Entire home/apt,3,1,1,2,0,0,0,0,96,4.96,4.95,4.98,4.99,4.99,4.94,4.89
SoMa,t,Palo Alto,San Francisco,94306,Entire home,Entire home/apt,6,1,3,4,0,0,0,161,3,5,4.67,5,5,5,5,5
Santa Clara,t,Santa Clara,Santa Clara,94136,Entire home,Entire home/apt,6,1,3,4,11,41,71,345,66,4.89,4.95,4.94,4.98,5,4.77,4.91
Palo Alto,f,Palo Alto,Palo Alto,94301,Shared room in rental unit,Shared room,1,1,1,1,0,0,0,0,15,4.8,4.78,4.3,4.78,4.89,5,4.78
Santa Clara,t,San Jose,Santa Clara,95050,Barn,Entire home/apt,4,1,2,2,20,50,80,353,64,4.69,4.8,4.73,4.78,4.68,4.93,4.68
Sunnyvale,t,San Francisco,San Francisco,94086,Entire serviced apartment,Entire home/apt,4,1,2,2,0,0,17,292,5,5,5,5,5,5,5,5
West Valley,t,Sunnyvale,Sunnyvale,95117,Private room in home,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cupertino,t,Cupertino,Cupertino,95014,Entire guest suite,Entire home/apt,2,1,1,1,0,0,8,282,91,4.87,4.93,4.81,4.97,4.99,4.98,4.78
Cambrian/Pioneer,t,San Jose,San Jose,95124,Entire home,Entire home/apt,8,1,4,4,0,0,0,0,24,4.83,5,4.83,4.74,4.87,4.96,4.74
Mountain View,t,Mountain View,San Francisco,94041,Entire home,Entire home/apt,2,1,1,2,0,0,27,302,232,4.91,4.98,4.94,4.94,4.97,4.94,4.78
Campbell,t,Los Gatos,Los Gatos,95008,Private room in townhouse,Private room,1,1,1,1,2,2,5,235,17,5,5,5,5,5,5,4.94
Downtown,f,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,30,60,90,365,46,4.8,4.93,4.78,4.98,5,4.87,4.82
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room,Private room,1,1,1,1,18,21,45,159,29,4.97,4.93,4.83,4.83,4.97,4.93,4.79
San Jose,t,San Jose,San Jose,95112,Private room in villa,Private room,2,1,1,1,0,0,0,0,61,4.83,4.87,4.92,4.92,4.87,4.9,4.88
North San Jose,f,Quincy,Quincy,95134,Private room in rental unit,Private room,2,1,1,1,30,60,90,179,15,4.43,4.29,4.64,4.64,4.57,4.64,4.36
Incline Village,t,Los Altos Hills,Incline Village,94024,Private room in home,Private room,1,1,1,1,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Alum Rock,t,San Jose,San Jose,95127,Entire guest suite,Entire home/apt,2,1,1,2,0,0,0,65,164,4.99,4.98,4.95,4.99,5,4.92,4.96
Downtown,f,San Jose,San Jose,95112,Entire rental unit,Entire home/apt,3,1,1,1,10,38,68,82,205,4.71,4.82,4.69,4.86,4.92,4.87,4.79
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,9,1,3,5,1,31,57,147,29,4.79,4.79,4.9,5,4.93,4.86,4.86
Kirkwood Resort/Sierra-at-Tahoe,t,Los Gatos,Los Gatos,95033,Entire guesthouse,Entire home/apt,2,1,1,1,0,0,0,0,55,4.87,4.93,4.83,4.94,4.94,4.83,4.83
Santa Clara,t,Santa Clara,Santa Clara,95054,Entire home,Entire home/apt,5,1,2,2,21,42,65,243,154,4.89,4.9,4.96,4.9,4.94,4.85,4.88
Cambridge,t,New York,New York,94040,Entire rental unit,Entire home/apt,3,1,1,2,30,60,90,365,5,4.25,4.5,5,4,4,5,4.25
Cambridge,t,Mountain View,New York,94040,Entire serviced apartment,Entire home/apt,5,1,2,3,24,54,84,359,4,4.75,5,5,5,5,4.75,4.75
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,11,24,24,24,9,5,5,5,4.78,4.89,4.56,4.78
Mountain View,t,Mountain View,Mountain View,94043,Private room in home,Private room,2,1,1,1,24,54,84,84,185,4.9,4.95,4.79,4.96,4.93,4.92,4.9
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Private room in condo,Private room,4,1,2,2,30,60,90,365,30,4.72,4.76,4.83,4.93,4.9,4.82,4.71
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Private room in condo,Private room,2,1,1,2,25,55,85,360,51,4.78,4.92,4.9,4.96,4.92,4.94,4.8
Santa Cruz,t,Monte Sereno,Monte Sereno,95030,Entire guesthouse,Entire home/apt,2,1,1,1,0,0,0,74,44,4.95,4.95,4.95,5,4.95,4.98,4.93
San Martin,t,San Martin,San Martin,95046,Private room in home,Private room,2,1,1,1,0,19,49,324,119,4.75,4.82,4.76,4.86,4.8,4.82,4.83
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Entire guest suite,Entire home/apt,4,1,2,2,0,0,0,0,292,4.84,4.92,4.73,4.98,4.97,4.9,4.83
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,2,1,1,1,0,0,0,230,48,4.93,4.91,4.87,5,4.96,4.95,4.91
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Private room in condo,Private room,2,1,1,1,30,60,90,365,45,4.87,4.89,4.96,4.91,4.96,4.91,4.87
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire guest suite,Entire home/apt,2,1,1,1,0,0,0,111,21,4.52,4.57,4.9,4.81,5,4.71,4.62
Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,2,22,22,22,22,75,4.79,4.88,4.95,4.92,4.96,4.91,4.81
Sunnyvale,t,Sunnyvale,Sunnyvale,94089,Entire rental unit,Entire home/apt,2,1,1,1,0,17,35,35,3,5,5,5,5,4.67,5,5
Evergreen,t,Evergreen,Evergreen,95135,Private room in home,Private room,1,1,1,1,30,60,90,364,3,5,5,5,5,5,5,5
Downtown,t,San Jose,San Jose,95112,Private room in home,Private room,2,1,1,1,5,24,54,140,142,4.77,4.83,4.78,4.95,4.92,4.84,4.85
Cambridge,t,Mountain View,New York,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,29,59,89,363,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,New York,New York,94040,Entire rental unit,Entire home/apt,3,1,1,2,30,60,90,365,9,4.67,5,5,4.78,4.67,4.89,4.67
Cambridge,t,Mountain View,New York,94040,Entire serviced apartment,Entire home/apt,5,1,2,3,24,54,84,359,2,3,3,3,3,3,3,3
Evergreen,t,Evergreen,Evergreen,95135,Private room in home,Private room,1,1,1,1,30,60,90,365,2,3.5,4.5,4.5,4.5,4,4,4
Palo Alto,t,San Mateo,San Mateo,95129,Entire townhouse,Entire home/apt,8,1,3,4,30,60,90,179,39,4.87,4.95,4.82,4.87,4.9,4.89,4.92
Central San Jose,t,San Jose,San Francisco,95192,Entire loft,Entire home/apt,2,1,1,1,0,0,0,262,5,4.8,5,4.4,5,5,4.8,4.6
Merritt,t,Mountain View,Richmond,94043,Entire rental unit,Entire home/apt,3,1,1,2,17,47,77,352,18,4.22,4.17,4.39,4.94,4.33,4.78,3.78
Berryessa,t,San Jose,San Jose,95131,Private room in condo,Private room,2,1,1,1,0,0,30,305,13,4.92,5,4.85,5,5,4.92,4.92
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,3,1,2,2,30,60,90,364,199,4.61,4.67,4.75,4.91,4.85,4.72,4.65
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire townhouse,Entire home/apt,6,1,3,4,15,42,69,334,91,4.95,4.96,4.98,5,4.98,5,4.86
West Valley,t,San Jose,San Jose,95117,Private room in home,Private room,2,1,1,1,0,10,40,40,125,4.96,4.99,4.97,5,4.99,4.95,4.97
Delmas Park,t,San Jose,Saratoga,95110,Entire guesthouse,Entire home/apt,1,1,1,1,0,0,8,98,15,5,4.86,5,5,5,4.93,4.93
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,19,49,79,169,13,4.92,5,5,5,5,5,4.92
North San Jose,t,San Jose,Los Gatos,95134,Private room in condo,Private room,3,1,1,1,0,3,33,308,39,4.69,4.92,4.47,4.94,4.86,4.89,4.75
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,6,1,2,2,20,24,24,175,34,4.85,4.79,4.88,4.94,4.97,4.94,4.85
Los Altos,t,Los Altos,San Francisco,94022,Private room in home,Private room,1,1,1,1,0,0,0,0,6,4.83,5,5,5,5,4.83,4.83
Campbell,t,Campbell,Campbell,95008,Entire guest suite,Entire home/apt,2,1,1,2,5,29,59,59,280,4.96,4.98,4.92,4.98,4.98,4.95,4.95
Central San Jose,t,San Jose,San Jose,95110,Private room in home,Private room,2,1,1,1,0,0,17,292,107,4.84,4.85,4.91,4.9,4.94,4.84,4.83
Santa Clara,t,Santa Clara,San Jose,95054,Entire condo,Entire home/apt,4,1,2,2,9,32,56,326,199,4.95,4.96,4.94,4.94,4.95,4.87,4.88
Downtown,t,San Jose,San Jose,95112,Entire guesthouse,Entire home/apt,5,1,2,3,2,32,62,152,53,4.68,4.77,4.68,4.83,4.92,4.87,4.6
Downtown,t,San Jose,San Jose,95112,Entire home,Entire home/apt,5,1,2,3,0,0,0,87,94,4.61,4.71,4.73,4.89,4.96,4.69,4.5
San Francisco,f,San Francisco,San Francisco,94043,Private room in condo,Private room,8,1,4,3,25,55,85,360,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,26,30,31,306,222,4.81,4.89,4.88,4.93,4.92,4.92,4.76
Sunnyvale,t,Sunnyvale,Sunnyvale,95086,Entire guest suite,Entire home/apt,1,1,1,1,11,41,70,70,75,4.95,4.92,4.97,4.99,5,4.91,4.79
San Jose,t,San Jose,San Jose,95116,Private room in condo,Private room,4,1,1,2,0,0,0,0,1,3,2,4,3,2,2,1
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire home,Entire home/apt,2,1,1,1,8,33,60,60,396,4.98,4.99,4.93,5,4.99,4.96,4.96
San Jose,t,San Jose,San Jose,95112,Private room in home,Private room,3,1,1,1,19,49,79,354,77,4.88,4.82,4.86,4.97,4.97,4.92,4.83
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,2,1,1,1,5,24,54,54,164,4.98,4.98,4.98,4.97,4.99,4.98,4.91
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,1,1,1,1,6,32,50,50,146,4.96,4.99,4.97,4.98,4.98,4.97,4.88
Willow Glen,t,San Jose,San Jose,95125,Entire bungalow,Entire home/apt,2,1,1,1,28,58,87,87,25,4.88,4.96,5,4.96,5,4.84,4.64
Downtown,t,San Jose,San Jose,95112,Entire guest suite,Entire home/apt,1,1,1,1,0,21,44,113,139,4.99,4.99,5,4.98,4.99,4.92,4.93
Downtown,f,San Jose,Cupertino,95112,Entire home,Entire home/apt,7,1,3,4,7,19,34,291,244,4.87,4.9,4.91,4.93,4.95,4.76,4.74
Palo Alto,f,Palo Alto,Palo Alto,94036,Entire rental unit,Entire home/apt,1,1,1,1,1,2,2,140,13,4.67,4.75,4.08,4.67,4.67,5,4.58
Burbank/Del Monte,t,San Jose,San Jose,95128,Entire home,Entire home/apt,12,1,4,6,19,48,78,168,243,4.91,4.91,4.89,4.98,4.93,4.93,4.85
West Valley,t,Santa Clara,Santa Clara,95129,Entire home,Entire home/apt,6,1,3,4,23,53,83,173,11,4.6,4.7,4.5,5,5,5,4.5
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in home,Private room,1,1,1,1,0,0,0,272,9,5,5,5,5,5,5,5
San Jose,t,San Jose,San Jose,95112,Tiny home,Entire home/apt,2,1,1,2,11,35,64,64,326,4.83,4.85,4.86,4.96,4.92,4.77,4.72
Santa Clara,f,Sunnyvale,Sunnyvale,95051,Private room in home,Private room,1,1,1,1,0,0,0,0,1,5,5,5,5,5,5,5
Alum Rock,f,Alum Rock,Alum Rock,95127,Private room in townhouse,Private room,1,1,1,1,0,0,0,0,2,5,5,5,5,5,5,5
Sunnyvale,t,San Francisco,San Francisco,95051,Entire home,Entire home/apt,8,1,4,4,0,17,47,322,17,4.94,5,4.94,5,5,4.88,4.88
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,8,1,4,4,0,0,0,0,2,5,5,5,5,5,5,5
Mountain View,t,Mountain View,Mountain View,94043,Private room in townhouse,Private room,1,1,1,1,0,0,14,193,14,4.93,4.86,4.86,5,5,4.93,4.86
Sunnyvale,t,San Francisco,San Francisco,94301,Entire serviced apartment,Entire home/apt,4,1,2,2,16,46,76,351,10,5,5,4.9,5,4.8,5,4.78
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire home,Entire home/apt,10,1,4,6,30,57,87,177,19,4.84,4.95,4.89,5,5,5,5
Cupertino,t,Cupertino,Cupertino,95014,Private room in home,Private room,1,1,1,1,0,0,0,0,35,4.97,5,5,5,5,5,4.97
Mountain View,t,Mountain View,Mountain View,94041,Entire home,Entire home/apt,10,1,4,8,23,53,83,358,9,5,5,5,5,5,4.89,4.78
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,4,1,2,2,3,17,35,35,32,4.97,5,5,4.87,5,4.93,4.93
West Valley,f,Campbell,Campbell,95008,Private room in home,Private room,2,1,1,1,10,40,70,159,278,4.82,4.89,4.95,4.85,4.86,4.88,4.86
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,6,1,5,5,0,0,0,89,8,5,5,5,5,5,5,4.88
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Private room in condo,Private room,2,1,1,1,30,60,90,365,29,4.76,4.69,4.83,4.72,4.55,4.86,4.72
West Valley,t,San Jose,San Jose,95128,Entire loft,Entire home/apt,6,1,1,3,13,37,37,110,183,4.87,4.93,4.89,4.84,4.91,5,4.86
Los Altos,t,Los Altos Hills,Los Altos,94022,Private room in home,Private room,2,1,1,1,21,51,81,356,160,4.77,4.88,4.72,4.93,4.86,4.88,4.76
Downtown,t,San Jose,San Jose,95113,Entire rental unit,Entire home/apt,3,1,1,2,0,0,7,127,37,4.84,4.92,4.86,5,4.92,4.97,4.68
North San Jose,t,North San Jose,North San Jose,95134,Private room in home,Private room,1,1,1,1,2,32,62,336,17,4.75,4.63,4.75,4.88,4.88,4.63,4.56
,f,,,95070,Entire guesthouse,Entire home/apt,2,1,1,2,11,37,67,341,522,4.78,4.83,4.74,4.91,4.93,4.88,4.78
Downtown,t,San Jose,San Jose,95110,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,92,45,4.89,4.93,4.93,4.93,4.93,4.85,4.76
Mountain View,t,Mountain View,Mountain View,94043,Entire home,Entire home/apt,6,1,2,5,7,37,63,330,234,4.85,4.91,4.86,4.98,4.97,4.91,4.8
Cambridge,t,Mountain View,Hawthorne,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,29,59,89,364,16,4.13,4.44,4.69,4.5,4.13,4.5,4.19
Cambridge,t,Mountain View,Hawthorne,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,29,59,89,363,30,4.43,4.6,4.7,4.4,4.4,4.67,4.33
Mountain View,t,Mountain View,Mountain View,94041,Entire guest suite,Entire home/apt,2,1,1,1,30,60,90,365,23,4.91,4.91,4.91,4.96,5,5,4.83
Cambridge,t,Mountain View,Hawthorne,94040,Entire serviced apartment,Entire home/apt,5,1,2,3,24,54,84,359,20,4.45,4.65,4.85,3.8,4,4.5,4.05
Palo Alto,t,Palo Alto,Palo Alto,94085,Private room in townhouse,Private room,1,1,1,1,2,2,2,13,3,4.67,4.67,4.67,4.33,4.67,5,4.67
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,29,59,89,364,20,4.3,4.5,4.65,4.2,3.85,4.55,4.25
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,29,59,89,364,2,5,5,4.5,5,5,5,5
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,2,1,2,3,29,59,89,364,17,4.93,5,4.93,4.85,4.73,4.85,4.92
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,1,1,1,1,2,32,62,68,45,4.87,4.91,4.89,5,4.98,4.91,4.76
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire rental unit,Entire home/apt,4,1,2,2,21,47,71,342,117,4.92,4.95,4.92,4.98,4.91,5,4.79
Sunnyvale,t,San Francisco,San Francisco,95054,Entire townhouse,Entire home/apt,6,1,3,3,12,12,12,242,5,4.6,4.6,4.4,5,4.8,4.6,4.2
Berryessa,t,Santa Clara,United States,95054,Entire home,Entire home/apt,9,1,4,5,13,34,57,332,76,4.8,4.7,4.81,4.89,4.89,4.76,4.62
Burbank/Del Monte,t,San Jose,San Jose,95126,Private room in condo,Private room,2,1,1,1,0,23,53,56,61,4.93,4.95,4.88,4.97,4.93,4.9,4.95
Palo Alto,t,Los Altos,Palo Alto,94024,Entire home,Entire home/apt,6,1,4,6,30,60,89,89,12,5,5,5,5,5,5,5
Mountain View,t,Mountain View,Mountain View,94043,Private room in home,Private room,1,1,1,1,6,6,6,88,69,4.99,5,4.98,5,5,4.87,4.92
Los Gatos,t,Los Gatos,Los Gatos,95033,Private room in yurt,Private room,2,1,1,1,30,60,90,179,24,4.57,4.65,4,4.86,4.91,4.91,4.41
Santa Clara,t,Santa Clara,Santa Clara,95050,Entire home,Entire home/apt,6,1,2,2,28,58,88,268,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,94301,Entire serviced apartment,Entire home/apt,4,1,2,2,14,44,74,349,21,4.76,4.8,4.9,5,4.95,5,4.55
San Jose,t,San Jose,San Jose,95123,Private room in townhouse,Private room,1,1,1,2,19,49,79,354,26,4.62,4.69,4.65,4.73,4.73,4.81,4.81
South San Jose,f,San Diego,San Diego,95136,Private room in townhouse,Private room,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
South San Jose,t,San Jose,San Jose,95122,Private room in villa,Private room,1,1,1,1,25,55,84,84,116,4.88,4.95,4.95,4.97,4.92,4.85,4.86
Cupertino,f,Cupertino,Cupertino,95014,Entire guest suite,Entire home/apt,3,1,1,1,15,35,63,63,328,4.96,4.98,4.92,4.98,4.98,4.96,4.88
San Jose,t,San Jose,San Jose,95128,Entire loft,Entire home/apt,4,1,1,1,11,22,42,112,129,4.98,4.98,4.96,4.98,5,5,4.91
Palo Alto,t,Palo Alto,Palo Alto,94306,Entire home,Entire home/apt,3,1,1,2,17,18,20,34,106,4.8,4.86,4.65,4.8,4.91,4.91,4.78
Marina,t,San Jose,San Francisco,95126,Entire home,Entire home/apt,7,1,3,3,0,0,0,275,151,4.62,4.78,4.59,4.78,4.68,4.92,4.71
Los Gatos,f,Los Gatos,Los Gatos,95030,Room in boutique hotel,Private room,2,1,1,1,26,55,83,358,65,4.6,4.66,4.8,4.74,4.63,4.89,4.55
South San Jose,t,San Jose,San Jose,95122,Private room in villa,Private room,2,1,1,1,30,60,89,89,136,4.88,4.88,4.9,4.96,4.95,4.8,4.84
South San Jose,t,San Jose,San Jose,95122,Private room in villa,Private room,1,1,1,1,28,58,87,87,135,4.84,4.85,4.87,4.96,4.91,4.86,4.85
South San Jose,t,San Jose,San Jose,95122,Private room in villa,Private room,1,1,1,1,12,42,71,71,120,4.88,4.96,4.93,4.97,4.97,4.82,4.89
United States,t,Palo Alto,United States,94304,Entire home,Entire home/apt,3,1,2,2,8,25,39,302,184,4.83,4.87,4.86,4.91,4.89,4.94,4.69
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Entire cottage,Entire home/apt,2,1,1,1,7,23,52,324,173,4.95,4.99,4.96,4.96,4.98,4.98,4.81
Shasta/Hanchett Park,f,San Jose,San Jose,95126,Entire cottage,Entire home/apt,2,1,1,1,0,3,33,299,211,4.89,4.91,4.91,4.94,4.9,4.98,4.87
Downtown,t,San Jose,Palo Alto,95110,Entire townhouse,Entire home/apt,2,1,1,1,0,17,47,322,1,0,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Valley View - Reed,t,San Jose,San Jose,95118,Entire cottage,Entire home/apt,2,1,1,1,7,24,54,328,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Kailua/Kona,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,2,1,1,1,2,2,2,268,78,4.87,4.91,4.91,4.95,4.92,4.92,4.79
Los Altos,f,Los Altos,Los Altos,94024,Entire guest suite,Entire home/apt,1,1,1,1,0,11,41,316,1,5,5,5,5,5,5,5
Marina,t,San Jose,San Francisco,95126,Entire guesthouse,Entire home/apt,1,1,1,1,0,20,50,325,137,4.77,4.85,4.73,4.93,4.79,4.94,4.81
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,2,1,1,1,0,0,0,33,22,5,4.95,4.81,5,5,4.86,4.95
Palo Alto,t,Mountain View,Mountain View,94036,Entire home,Entire home/apt,6,1,4,4,0,0,0,0,7,5,5,5,5,5,5,4.43
Sunnyvale,t,San Francisco,San Francisco,94301,Entire serviced apartment,Entire home/apt,2,1,1,1,11,41,71,346,8,4.5,4.75,4.75,4.86,4.88,4.86,3.86
Central San Jose,t,San Jose,San Jose,95112,Private room in bungalow,Private room,1,1,1,1,0,0,0,0,2,0,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Los Gatos,t,Los Gatos,Los Gatos,95033,Private room in yurt,Private room,2,1,1,1,30,60,90,179,64,4.7,4.71,4.49,4.67,4.73,4.87,4.67
Cupertino,t,Cupertino,Cupertino,95014,Private room in home,Private room,2,1,1,1,0,0,0,80,44,4.84,4.77,4.68,4.93,4.8,4.93,4.79
Delmas Park,t,Saratoga,Saratoga,95110,Entire home,Entire home/apt,2,1,1,1,23,53,83,173,13,5,5,4.91,5,5,4.82,4.9
Alum Rock,t,Santa Clara,San Jose,95054,Entire guest suite,Entire home/apt,2,1,1,2,1,19,49,324,126,4.8,4.87,4.95,4.81,4.89,4.87,4.83
Saratoga,t,Saratoga,Saratoga,95070,Entire guest suite,Entire home/apt,2,1,1,1,10,40,59,127,1,5,5,5,5,5,5,5
Cupertino,t,Cupertino,Cupertino,95014,Private room in townhouse,Private room,1,1,1,1,30,60,90,179,8,4.88,4.88,4.88,4.88,4.88,4.88,4.88
San Jose,t,San Jose,San Jose,94039,Entire rental unit,Entire home/apt,4,1,2,2,7,26,56,330,50,4.86,4.94,4.92,4.98,4.98,4.8,4.52
Mountain View,t,Mountain View,San Francisco,94043,Private room in home,Private room,1,1,1,1,0,0,0,273,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Mountain View,t,Mountain View,Mountain View,94039,Entire guesthouse,Entire home/apt,3,1,1,1,21,47,76,76,149,4.91,4.99,4.97,4.93,4.97,4.91,4.85
Edenvale,t,San Jose,San Jose,95123,Entire home,Entire home/apt,8,1,4,6,0,0,0,0,7,4.86,4.71,4.71,5,5,5,4.86
Alum Rock,t,Santa Clara,San Jose,95054,Private room in guest suite,Private room,2,1,1,1,5,35,65,340,42,4.62,4.71,4.88,4.58,4.73,4.8,4.68
