host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
West Valley,t,San Francisco,San Francisco,95128,Entire rental unit,Entire home/apt,6,1,2,4,Real Bed,718.1781305,500,150,3,100,20,50,78,344,45,95.2,9.52,9.28,9.52,9.52,9.74,9.24,strict
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Entire villa,Entire home/apt,8,1,4,5,Real Bed,718.1781305,100,60,2,60,11,28,51,320,30,94,9.4,9.6,9.46,9.2,9.94,9.46,strict
Los Gatos,f,Los Gatos,Los Gatos,95033,Camper/RV,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,96,115,97.4,9.8,9.82,9.92,9.86,9.76,9.76,strict
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in guest suite,Private room,2,1,1,1,Real Bed,718.1781305,500,100,1,0,0,0,0,0,26,97,9.76,10,9.92,9.92,9.84,9.62,flexible
Cambrian/Pioneer,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,500,99,1,0,0,0,0,163,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,363,5,84,9.2,10,8.8,8.8,9.2,9.2,flexible
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,364,6,96.6,10,10,9,9,10,9.66,strict
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,500,40,1,0,29,59,89,364,11,87.2,8.54,9.64,8.9,8.9,9.46,8.54,strict
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,450,80,1,0,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,250,120,2,50,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Pull-out Sofa,718.1781305,100,50,1,0,29,59,89,364,19,87.4,9.26,9.48,8.94,8.32,9.48,8.42,flexible
Cambrian/Pioneer,t,San Jose,San Jose,95124,Entire rental unit,Entire home/apt,1,1,1,1,Real Bed,718.1781305,100,150,4,30,5,11,41,315,17,98.8,9.88,8.94,10,9.88,9.88,9.88,flexible
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,500,100,4,35,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Hell's Kitchen,t,Mountain View,Hell's Kitchen,94040,Entire rental unit,Entire home/apt,3,1,1,1,Real Bed,718.1781305,100,20,1,100,10,13,25,285,1,100,10,10,10,10,10,10,strict
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,125,1,0,0,0,0,0,177,93.4,9.62,9.28,9.7,9.66,9.46,9.28,strict
Cupertino,t,Cupertino,Cupertino,95014,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,15,15,15,264,58,96.6,9.72,9.9,9.9,9.94,9.8,9.68,flexible
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Shared room in villa,Shared room,2,1,1,2,Real Bed,718.1781305,300,50,1,25,0,8,38,313,5,96,10,10,10,9.6,9.6,8.8,strict
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,8,97,21,100,9.9,10,10,9.9,9.52,9.9,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,95127,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,100,50,1,15,30,60,90,365,26,96,9.84,9.68,10,9.76,9.76,9.6,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,1000,200,1,0,0,0,0,0,226,92.6,9.62,9.12,9.8,9.8,9.62,9.36,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,300,150,1,0,0,0,0,0,254,89.6,9.3,8.96,9.6,9.64,9.4,9.1,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,100,50,1,0,0,0,0,0,230,93.2,9.54,9.12,9.76,9.68,9.36,9.44,flexible
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Shared room in villa,Shared room,2,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,364,2,90,9,7,10,10,10,7,flexible
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Shared room in villa,Shared room,2,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,364,1,100,10,10,10,10,10,10,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,100,50,1,0,0,0,0,0,167,90,9.28,8.68,9.6,9.72,9.24,9.26,flexible
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,100,15,1,0,30,60,90,365,7,100,10,9.72,10,10,10,8.86,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,Futon,718.1781305,250,60,1,10,0,0,0,0,217,94,9.52,9.3,9.7,9.72,9.52,9.5,strict
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,550,70,2,55,30,60,90,365,3,93.4,9.34,9.34,10,8.66,7.34,8,strict
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,20,0,0,0,80,64,100,9.88,10,10,10,9.94,9.9,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,3,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,99,96.6,9.66,9.34,9.84,9.8,9.62,9.64,flexible
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,75,2,25,0,0,0,80,50,99.6,9.96,9.96,10,10,10,9.92,strict
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,200,50,4,20,0,0,0,0,285,89.8,9.32,8.88,9.52,9.56,9.18,9.14,moderate
Naglee Park,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,17,47,77,77,13,97,9.84,9.84,9.84,10,9.84,9.54,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,350,45,2,15,0,0,0,260,149,93.2,9.66,9.12,9.62,9.66,9.78,9.62,moderate
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,200,75,2,50,0,0,0,0,196,92,9.56,9.12,9.62,9.62,9.38,9.3,strict
Naglee Park,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,100,2,30,19,49,79,169,20,85,8.4,8,9.1,9,9.4,8.3,moderate
Willow Glen,f,San Jose,San Jose,95125,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,6,28,53,126,335,99.2,9.94,9.9,9.94,9.94,9.9,9.8,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94807,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,75,2,25,10,40,70,93,142,99.2,9.94,9.9,9.94,9.98,9.9,9.76,strict
Sunnyvale,t,San Francisco,San Francisco,94043,Entire townhouse,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,10,1,0,30,60,90,365,5,92,9.2,9.2,10,10,10,8.8,flexible
Sunnyvale,t,San Francisco,San Francisco,94303,Entire townhouse,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,2,10,0,20,50,325,4,90,8.5,9,8.5,9,9,7.5,strict
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,30,1,0,13,36,66,156,81,99,9.8,9.8,9.92,9.96,9.86,9.86,strict
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,3,1,2,2,Real Bed,718.1781305,150,30,1,0,8,22,52,314,34,84.8,8.76,8.48,9.42,8.7,9.82,8.76,moderate
Berryessa,t,United States,United States,95131,Entire home,Entire home/apt,11,1,5,9,Real Bed,718.1781305,100,50,1,0,27,53,65,326,99,94.4,9.8,9.46,9.8,9.94,9.62,9.3,moderate
South San Jose,t,San Jose,San Jose,95122,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,27,57,86,86,116,96.8,9.78,9.8,9.82,9.8,9.52,9.66,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,75,2,25,0,9,29,299,211,99.8,10,9.9,10,10,9.96,9.92,strict
Santa Clara,f,Santa Clara,Santa Clara,95051,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,30,1,0,0,0,0,0,2,0,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Burbank/Del Monte,t,San Jose,San Jose,95126,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,450,125,6,25,0,26,56,56,31,96.8,9.88,9.94,10,9.62,9.8,9.62,strict
Sunnyvale,t,San Francisco,San Francisco,94085,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,65,1,0,0,21,51,326,4,95,9.5,10,10,9,9.5,9,moderate
Crescent Park,t,Palo Alto,Palo Alto,94301,Entire home,Entire home/apt,3,1,1,1,Real Bed,718.1781305,800,100,1,0,0,0,17,107,30,98,9.86,9.8,9.44,9.86,9.72,9.44,strict
Santa Clara,t,Santa Clara,California,95054,Private room in home,Private room,1,1,1,2,Real Bed,718.1781305,299,55,5,15,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Central San Jose,f,San Jose,Milpitas,95110,Entire home,Entire home/apt,3,1,2,2,Real Bed,718.1781305,200,50,1,0,17,47,77,351,36,86.4,9.06,7.7,9.24,9,9.06,8.82,strict
Cupertino,t,Cupertino,Cupertino,95014,Private room in home,Private room,2,1,1,2,Real Bed,718.1781305,150,10,1,10,0,0,0,0,111,97.6,9.8,9.64,9.94,9.98,9.92,9.68,strict
Downtown,t,San Jose,San Jose,95116,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,250,35,1,25,30,60,90,269,47,95.8,9.74,9.7,9.96,9.92,9.54,9.14,moderate
Sunnyvale,t,San Francisco,San Francisco,94306,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,1,10,1,7,37,312,10,94,9.4,9.4,10,9.8,9.4,8.8,strict
College Terrace,f,Palo Alto,Palo Alto,94036,Entire home,Entire home/apt,8,1,3,5,Real Bed,718.1781305,100,20,1,20,13,27,45,303,167,97.2,9.74,9.68,9.86,9.72,9.96,9.4,moderate
Burbank/Del Monte,f,San Jose,San Jose,95128,Entire guesthouse,Entire home/apt,2,1,1,1,Futon,718.1781305,100,50,1,0,6,6,20,295,119,98.4,9.86,9.94,9.92,9.92,9.84,9.68,strict
San Jose,t,San Jose,San Jose,95127,Private room in bungalow,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,76,23,98.2,9.66,10,10,10,9.64,9.82,strict
Sunnyvale,t,San Francisco,San Francisco,94043,Entire townhouse,Entire home/apt,4,1,2,2,Real Bed,718.1781305,200,50,1,50,0,0,3,278,1,100,10,10,10,10,10,10,flexible
Cupertino,t,Cupertino,Cupertino,95014,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,1,0,20,50,80,355,44,95,9.64,9.64,9.96,9.96,9.68,9.5,moderate
San Jose,t,San Jose,San Jose,95120,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,262,7,94.2,9.72,9.72,10,10,9.14,9.72,flexible
Willow Glen,f,San Jose,San Jose,95125,Entire guesthouse,Entire home/apt,1,1,1,1,Real Bed,718.1781305,150,50,1,25,0,2,2,74,63,99.6,10,10,9.96,9.94,9.9,9.88,moderate
Berryessa,f,California,California,95132,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,26,55,84,84,64,91,9.28,8.66,9.76,9.72,9.56,9.22,strict
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,200,70,1,0,0,0,1,261,109,94.4,9.76,9.44,9.7,9.82,9.82,9.66,strict
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,350,50,3,15,0,0,0,260,121,93,9.78,9.04,9.74,9.7,9.82,9.48,strict
Mountain View,t,Santa Clara,Santa Clara,94040,Entire rental unit,Entire home/apt,4,1,2,3,Real Bed,718.1781305,100,50,1,0,5,5,5,86,84,99.6,9.86,10,10,10,9.92,9.9,flexible
Mountain View,t,Mountain View,Mountain View,94039,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,1,0,4,4,4,4,2,100,10,10,10,10,10,10,moderate
West Valley,t,San Jose,San Jose,95128,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,75,2,25,23,53,83,358,168,96.4,9.7,9.58,9.84,9.8,9.74,9.44,strict
Canoas West,t,San Jose,San Francisco,95123,Private room in villa,Private room,2,1,1,2,Real Bed,718.1781305,350,50,3,15,10,40,70,174,85,92.8,9.68,9.58,9.64,9.12,9.68,9.56,strict
Canoas West,t,San Jose,San Francisco,95123,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,20,0,17,47,151,91,94.8,9.58,9.84,9.9,9.4,9.64,9.62,strict
Canoas West,t,San Jose,San Francisco,95123,Private room in villa,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,91,93.8,9.6,9.68,9.84,9.54,9.56,9.56,flexible
North San Jose,t,Mountain View,Sunnyvale,94040,Entire rental unit,Entire home/apt,4,1,1,1,Real Bed,718.1781305,100,10,1,15,6,36,66,80,7,100,10,10,9.42,10,10,10,moderate
Canoas West,t,San Jose,San Francisco,95123,Private room in villa,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,82,92.2,9.52,9.48,9.54,9.24,9.44,9.34,moderate
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,15,42,72,139,2,100,10,10,10,10,10,10,moderate
Evergreen,t,San Jose,San Jose,95135,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,250,49,1,0,15,39,56,56,121,99.6,9.98,9.96,9.98,10,9.76,9.94,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94086,Private room in cottage,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,272,9,97.8,9.78,10,10,10,9.78,9.78,strict
Palo Alto,t,Palo Alto,California,94301,Entire guest suite,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,75,1,25,0,0,0,0,52,90.4,9.7,9.16,9.66,9.66,9.76,9.34,strict
West Valley,t,San Jose,West Valley,95117,Private room in rental unit,Private room,2,1,2,1,Real Bed,718.1781305,100,75,1,20,30,60,90,179,4,95,8.5,9.5,8.5,8.5,9,10,strict
West Valley,t,San Jose,San Jose,95128,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,100,75,1,25,11,24,54,329,36,97.8,9.72,9.66,9.84,9.88,9.66,9.5,strict
West Valley,t,San Jose,West Valley,95117,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,15,1,20,30,60,89,89,3,66.6,7.34,7.34,7.34,7.34,6.66,6.66,flexible
Alum Rock,t,San Jose,San Jose,95127,Entire guest suite,Entire home/apt,5,1,2,3,Real Bed,718.1781305,250,25,1,0,25,48,77,77,493,97.6,9.86,9.78,9.96,9.94,9.84,9.7,flexible
West Valley,t,San Jose,West Valley,95128,Entire loft,Entire home/apt,4,1,1,2,Real Bed,718.1781305,600,50,1,25,17,40,67,304,154,97.6,9.8,9.72,9.68,9.76,9.9,9.5,strict
Los Gatos,f,Los Gatos,Los Gatos,95032,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,500,70,1,0,0,0,0,0,31,98.8,9.62,9.8,10,10,9.74,9.54,strict
Valley View - Reed,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,150,1,33,15,45,75,255,47,97,9.66,9.82,9.88,9.78,9.96,9.48,strict
Mountain View,f,Mountain View,Mountain View,94039,Entire rental unit,Entire home/apt,5,1,2,4,Real Bed,718.1781305,100,15,1,0,17,30,30,106,101,96.6,9.72,9.74,9.84,9.88,9.8,9.5,flexible
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,4,0,22,52,79,85,61,94.2,9.72,9.46,9.66,9.84,9.9,9.72,moderate
Campbell,t,Campbell,Campbell,95130,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,300,49,3,15,0,0,0,0,13,96.6,9.66,9.66,9.84,9.84,9.84,9.84,strict
Sunnyvale,t,San Francisco,San Francisco,94089,Entire home,Entire home/apt,10,1,5,5,Real Bed,718.1781305,100,50,1,100,0,23,53,328,1,100,8,8,10,10,10,8,moderate
Palo Alto,t,Palo Alto,Palo Alto,94306,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,1,0,9,31,61,89,67,99.4,9.98,9.92,10,9.94,9.74,9.88,strict
Mountain View,t,Mountain View,Mountain View,94043,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,350,59,5,15,9,22,52,327,55,97.8,9.92,9.86,9.9,9.86,9.82,9.82,strict
Santa Clara,t,San Jose,San Francisco,95112,Private room in home,Private room,4,1,1,1,Real Bed,718.1781305,100,15,1,15,30,60,90,365,5,100,9.2,9.2,9.2,9.6,9.6,10,strict
Valley View - Reed,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,95,65,1,30,18,48,78,258,96,98.4,9.86,9.88,9.86,9.94,9.9,9.68,flexible
Sunnyvale,t,San Francisco,San Francisco,95051,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,20,1,30,19,49,79,354,6,93.4,9.66,9.34,10,10,9.66,9.34,flexible
Santa Clara,t,Santa Clara,Santa Clara,95128,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,250,95,4,25,6,36,66,156,42,99,9.9,10,9.96,10,9.86,9.58,strict
Valley View - Reed,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,3000,150,1,0,18,48,78,168,52,94.2,9.62,9.74,9.8,9.84,9.88,9.5,strict
Santa Clara,t,Santa Clara,Santa Clara,95052,Entire cottage,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,50,2,20,14,23,40,267,137,98.6,9.88,9.82,9.96,9.94,9.9,9.78,strict
Los Altos,t,Los Altos,Los Altos,94022,Entire guest suite,Entire home/apt,4,1,1,1,Real Bed,718.1781305,100,100,2,0,0,0,3,265,98,98,9.82,9.66,9.98,9.92,9.8,9.64,moderate
Santa Clara,f,Santa Clara,Sunnyvale,95054,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,6,6,6,6,19,87.4,9.36,9.06,9.58,9.58,9.68,9.36,strict
Los Altos,t,Los Altos,Los Altos,94024,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,50,1,0,0,0,0,0,1,100,10,10,10,10,10,10,flexible
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,20,1,15,18,47,77,166,38,93.2,9.78,9.64,9.78,9.26,9.9,9.42,flexible
Sunnyvale,t,San Francisco,San Francisco,94301,Entire serviced apartment,Entire home/apt,4,1,1,1,Real Bed,718.1781305,170,30,1,0,0,0,4,279,10,90,9,9.8,10,9.4,10,8.8,moderate
Mountain View,t,Palo Alto,Palo Alto,94022,Private room in guesthouse,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,20,50,50,18,98.8,10,10,10,10,9.88,9.44,moderate
St. Leo's,t,San Jose,San Jose,95126,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,18,41,66,312,10,98,10,10,10,10,10,9.8,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94086,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,1,100,7,15,15,34,160,99.6,9.98,9.98,9.98,10,9.9,9.84,moderate
West Valley,t,San Jose,San Jose,95117,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,250,60,2,20,0,0,21,21,87,99,9.94,9.72,9.96,9.88,9.9,9.94,moderate
Santa Cruz,t,San Jose,Santa Clara,95126,Entire guesthouse,Entire home/apt,4,1,1,2,Real Bed,718.1781305,200,20,1,0,17,47,77,352,25,97.6,9.84,9.84,9.92,9.6,9.44,8.96,flexible
Sunnyvale,t,San Francisco,San Francisco,94301,Entire serviced apartment,Entire home/apt,4,1,1,1,Real Bed,718.1781305,100,20,1,0,0,0,25,300,6,96.6,10,9.66,9.66,9.34,10,9,moderate
Mountain View,f,Mountain View,Santa Clara,94043,Entire rental unit,Entire home/apt,4,1,1,1,Real Bed,718.1781305,100,75,1,25,13,26,43,133,95,99,9.86,9.92,9.86,10,9.86,9.78,strict
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,75,1,0,18,48,78,257,48,98.8,9.88,9.96,9.92,9.92,9.92,9.92,flexible
San Jose,t,San Jose,San Jose,95131,Private room,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,20,29,59,89,179,20,97,9.9,10,10,10,10,9.9,strict
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,800,200,1,0,8,21,21,21,146,99.4,9.98,9.92,9.98,9.98,9.98,9.58,flexible
Cambridge,t,Mountain View,New York,94040,Entire serviced apartment,Entire home/apt,5,1,2,3,Real Bed,718.1781305,200,35,1,35,24,54,84,359,3,93.4,10,10,10,9.34,9.34,9.34,flexible
Cambridge,t,Mountain View,New York,94040,Entire serviced apartment,Entire home/apt,5,1,2,3,Real Bed,718.1781305,95,15,1,0,24,54,84,359,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,300,75,3,25,5,7,13,85,130,100,9.98,9.9,10,9.98,9.94,9.84,moderate
Menlo Park,t,Menlo Park,Menlo Park,94301,Entire condo,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,1,0,0,0,0,62,3,60,7,6,8,7,9,6,strict
Mountain View,f,Norfolk,Norfolk,94043,Entire townhouse,Entire home/apt,4,1,2,3,Real Bed,718.1781305,300,50,2,15,30,60,90,365,3,100,10,8.66,10,10,10,10,strict
Central San Jose,f,San Jose,San Jose,95112,Private room in home,Private room,2,1,1,2,Real Bed,718.1781305,100,50,1,0,21,43,71,346,225,84.8,8.82,8.5,9.14,9.14,8.98,8.8,strict
Central San Jose,f,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,500,50,3,20,13,24,41,316,99,85,8.9,8.2,9.02,8.9,8.82,9.32,moderate
Downtown,t,San Jose,Palo Alto,95110,Entire townhouse,Entire home/apt,5,1,3,4,Real Bed,718.1781305,100,50,1,0,0,0,0,0,3,100,10,10,10,10,10,10,flexible
South San Jose,t,San Jose,San Jose,95122,Private room in villa,Private room,2,1,1,1,Real Bed,718.1781305,500,50,3,20,30,60,89,89,71,97.8,9.94,9.84,10,9.98,9.64,9.88,moderate
San Jose,t,San Jose,San Jose,95131,Entire home,Entire home/apt,8,1,4,5,Real Bed,718.1781305,400,85,1,0,21,34,40,121,46,96.6,9.7,9.4,9.86,9.86,9.78,9.66,moderate
Los Altos,t,Los Altos,Berkeley,94024,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,50,1,0,25,55,85,360,9,100,10,10,10,10,9.78,9.56,flexible
Mountain View,t,Mountain View,Mountain View,94039,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,30,1,35,1,16,46,135,74,98.6,9.82,9.62,9.94,9.92,9.68,9.7,strict
Sunnyvale,t,Cupertino,Cupertino,94085,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,8,38,68,68,59,96,9.66,9.38,9.66,9.62,9.72,9.38,strict
Campbell,t,Campbell,Campbell,95008,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,85,97.6,9.8,9.74,9.76,9.9,9.96,9.86,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94086,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,10,1,5,18,48,78,353,63,97.8,10,9.56,9.8,9.96,9.96,9.94,moderate
Campbell,t,Campbell,Campbell,95008,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,25,1,30,0,0,0,171,16,98.8,9.88,9.76,9.88,10,9.76,9.76,strict
Palo Alto,t,Palo Alto,Palo Alto,94306,Entire home,Entire home/apt,2,1,1,2,Real Bed,718.1781305,100,35,1,35,30,60,90,179,37,95.2,9.36,9.78,9.78,9.9,9.84,9.3,strict
Santa Clara,t,Santa Clara,Fremont,95051,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,10,3,0,0,0,8,187,27,95.6,9.92,9.56,9.92,9.92,9.7,9.7,moderate
